,hesitation,speedMax,speedMean,accMax,accMean,reactionTime,normTrajLength
30,0,2821.9284580717754,1666.7746945394474,72.27242428530661,-0.040373576841481906,821,0.6625668103499187
31,0,3864.9114861847524,1878.267431235016,189.33668749642334,31.681022599991632,10039,0.7089309822386365
32,0,3533.5290433287637,2255.4845085524175,106.37090654871741,19.629530068297747,982,0.7602051476617839
33,4,2326.327011178879,1338.6842898374641,68.92409995659392,0.936039456091064,518,0.8752558324604854
34,3,2453.4936984642945,1631.245158969862,94.79805589156965,9.210006573765732,1143,0.6503317468549076
35,6,2923.741881443855,1609.0214953916957,121.77910278226962,-10.693548321330194,3178,1.3275202240394077
36,6,2305.6705363383026,1262.6479542636541,47.93239092591609,-26.483601487233525,1084,0.7456458606813829
37,0,3279.4318468752886,1703.840276887258,110.97814568431322,-33.107848897253255,1169,0.6980319455767395
38,2,2897.4517329693363,2329.355869721495,101.10236857042126,21.59975746296771,813,0.7592111024883202
39,2,4466.771712003351,1868.4799148571515,239.13438039795213,2.3927556824559275,4481,0.7205449207743236
40,1,3687.7509974439326,1738.3848544291482,120.76624732746771,-10.907682244174163,1243,0.7812333758547356
41,6,3021.962171352572,1780.0263068498994,92.83271713106356,-24.356447736163233,4695,1.4059374268994493
42,2,3093.6792663301685,1775.859168675569,90.59098070376551,7.050045852260215,711,0.7020164845899503
43,3,3206.4994955081156,1480.8369697623523,116.35314030818154,-22.946976567342798,2493,0.663374221970195
44,3,3261.7302518850383,1931.605989416013,124.7937247865558,20.04462243099485,1576,0.8062998253545446
45,3,3235.9195774703703,1713.1943905111896,121.5666776439104,-18.840446909236956,3328,0.884755731304365
46,2,3214.0067041804678,2048.7492776806857,98.72650404994222,11.742122054788135,1192,0.887371806829498
47,4,3188.0092035984185,1740.6774592478873,131.7100901944596,19.30978896316963,4482,0.5799242677420976
48,1,3271.1385087186613,2018.1472729068196,100.66887448833347,17.680998120005626,2106,0.7780222456812589
49,5,2776.078589791785,1651.1447365290694,138.48653761631928,1.1940168113613134,772,0.8645302204046339
50,1,3149.6774114815466,1687.3570498474194,119.18412017803985,-66.53000037071624,1604,0.6829535526803777
51,1,2975.8574826645863,2049.2085075913624,94.66267860972079,16.314207885620323,1226,0.6075060031534208
52,1,3180.3612566142706,1535.8462531008765,93.18154715492751,-21.866565876500218,1275,0.7026897686627147
53,2,3051.3657243130183,1936.9723102085268,122.32465056449577,-41.16979045408222,565,0.7488393325567213
54,4,3005.0514598897394,1611.6728813353666,113.97017727957724,0.04238662438209673,1267,0.7887045036241846
55,1,3397.1694554533015,1908.7680725894304,80.70783312589464,-47.977794703523095,1219,0.7780866484674371
56,2,3020.5213341084423,1861.4438355588645,127.8620121454125,8.752487528362156,1108,0.818984348122895
57,1,3491.111520074939,1766.020785474231,103.10279414160892,-29.66544513292643,1724,1.4096001959525615
58,6,3351.228394473006,2221.0831118138603,155.62693763076092,6.574745870044922,2661,1.7136662119737187
59,0,3009.818058362615,2066.8864187617714,138.07376635242963,16.468055214283165,520,0.7013104963752879
60,3,2731.3252040635284,1575.446961208777,86.09174425113781,3.0705741906699426,1694,0.6838667035943128
61,3,2807.316843310899,1467.0266105434368,101.22578783508709,-47.438466141481484,1438,0.7185704760799415
62,5,2371.0131821436053,1567.5062747299328,60.14767081262639,-13.706296873910327,1008,0.7839181669945252
63,1,3514.9098955296813,2149.3066896847936,106.03384424729983,12.366029648377319,607,0.9106889041089397
64,0,3755.831143680302,2221.0583015843604,93.549550929783,-61.988975196159366,1264,1.0181144367080528
65,1,3064.879428513601,1527.8643215583138,115.74080249599164,-2.0562286009634727,5695,0.7014424818819992
66,2,3352.94189284428,1938.470780311808,129.67002413535357,13.768028303800207,942,0.7685561110989529
67,3,2706.420611459072,1752.9888093626116,71.76297142219332,-2.4820868340624553,1275,0.761413039344948
68,0,8378.730512434446,3067.6836070789363,515.6809341030536,15.253125399066537,2694,0.3167885791782087
69,0,4906.0424047864,3415.126602490824,85.39015665858594,-35.57063505499518,1607,0.19023762119113574
70,1,8319.618343572982,4348.163242858714,408.51275496081286,6.127227825602944,2297,0.5919032779316713
71,2,6412.034532908495,2719.788814574254,175.32643128444417,-3.547559297790812,1237,0.3493857484995383
72,0,8508.982182245876,3870.262645409637,375.63338598564167,-2.9990913390605627,1195,0.46225761772853186
73,2,6286.62110662569,2607.102591203474,356.73890353037575,-0.18261224049808078,1631,0.3190482888965836
74,0,6234.566743985271,2717.8620229722655,471.7886975869542,32.98531390667859,1010,0.32430711853647276
75,1,7006.1762174749365,2720.124968467348,401.7954014003793,3.0595595325245655,808,0.2758432883194829
76,2,6754.0615142872,3820.4162073034904,128.3594066810927,54.66564620053003,1036,0.44683640639427513
77,0,6798.724604659318,3118.680530345827,408.2515524650859,7.647587908109503,955,0.3038380799861496
78,0,4611.445770988254,2371.359302061306,141.74061321049584,16.582914905214682,1954,0.24344449734533702
79,1,6202.9478878997525,2698.9769403681835,264.8166673023106,9.770876289947221,10465,0.24635524873037856
80,0,6639.506380951746,3516.395929169388,501.23545275998237,31.55241808110774,1536,0.3914599924976916
81,1,5709.4357208046395,2164.1357642491535,303.5217584131028,0.147988105009766,1036,0.24327858090951063
82,2,9308.753545023279,2987.4411762212408,361.3536760166194,-2.4377887345168285,1197,0.4071300784856879
83,1,7329.325225725955,3034.857023511644,300.1705387402387,11.491363208148016,1695,0.3878026171514312
84,1,5250.0,2517.840067780289,236.9009954990263,21.9984711944262,903,0.24408291493536471
85,1,6666.898144129512,3105.0200890848646,384.5765648323233,17.33528622955982,1984,0.36285924515235457
86,0,4283.545894711386,2196.8656435220723,232.89899681275287,1.143182017052314,2452,0.16016887407663896
87,0,6401.116179067889,2461.7291469705333,192.53198763530108,-30.236643818367913,1239,0.3077695781394275
88,1,9909.507914494947,2927.799174891546,497.0345496369721,26.039887411259823,1022,0.3111654547553093
89,1,5542.802201955253,2571.8900673863895,342.6774733691385,3.114986967346752,1935,0.3683164531394275
90,13,8887.221104593813,1907.214760912814,339.6778292125184,1.2233432144603706,1159,0.8548988631117267
91,1,6646.729447305572,2484.9982735821154,267.9230671800726,5.893953688315578,832,0.4105439894967682
92,0,7792.474334253531,2873.074411030128,211.86989115734548,5.89520314701668,3639,0.3246010791782087
93,0,6590.598315719866,3026.807635055655,407.72479004237437,12.778579418884433,1612,0.24684037396121883
94,2,9347.877432872128,2681.0094798427613,543.6055506336362,7.212008100694888,1830,0.33216470452446906
95,1,5690.298883630064,3909.2779320624804,196.66822101696664,31.181757576044596,1296,0.49096657144506006
96,0,7204.870314585821,3042.7860389238817,445.70316766774874,3.8798314073110873,2143,0.36277628693444136
97,1,6199.118142441281,3772.386350893658,350.1782443080713,16.306104125840257,5391,0.2856918715373961
98,3,5714.366039969292,1809.2965705599704,334.73022774597325,7.138327782481558,5711,0.2911292416897507
99,3,4733.333333333334,2161.269238532423,200.19896938377732,0.39974247347667813,1440,0.2640542041782087
100,0,7562.5,2185.678542860447,228.66207908639106,9.967417335882825,1448,0.2780200398199446
101,0,8777.953584737304,4624.335390976953,295.6365775860461,251.08263271411016,3055,0.16903458275623268
102,1,5277.894068928805,2375.3578563531573,516.9791934407059,64.69184580508008,877,0.8502918753584845
103,2,3122.8862969746883,1481.7304835463624,81.80787292835552,6.586377906576838,789,0.7954583989973067
104,2,6834.945301371817,2185.638834047045,677.9755833252341,41.90615671186836,3636,0.8492523559507534
105,1,3274.347847657345,1909.8283290621355,77.14453978589276,8.36614559918106,1045,0.8092067305369006
106,2,2924.4301498501104,1637.3015941720314,99.34798808400876,13.57176406481624,2243,0.7390740543573243
107,11,2601.0423870190175,907.5749964315887,52.68117681820523,5.951645146680865,2519,0.9795786174259209
108,1,3395.695715705903,2298.647152760803,109.91094782409984,27.447156795144174,2409,0.9242157774094054
109,0,4599.136706942371,2447.6785283092904,222.98652750359514,27.90622821096211,845,0.8326879384445237
110,1,3351.7309567526845,2137.38890844526,121.9304336379392,17.652920619250775,2815,0.7725216142597908
111,0,4858.228994638118,2274.013383061811,210.7242880297484,19.285658659034162,1289,0.83547231527247
112,31,3756.5837850955118,885.9910838711619,90.03361495621738,5.273686355406725,4049,2.2578205229607367
113,1,3403.161514888859,2458.8738168592704,81.13619415804875,17.550714827810218,1097,0.9149874931253721
114,2,3183.4332810793544,2252.237438269304,49.37001957673244,19.09114185461669,2359,0.8406994342265642
115,0,4848.54112255741,2258.3399266475694,230.70143882422244,12.503872277960898,1593,0.8590113664546066
116,0,3097.513276188415,2346.899643692799,78.6895129233717,21.698007211351946,913,0.8183574627228177
117,2,3109.4847177434776,2041.2598006915712,60.35995540900558,23.58184105903024,1026,0.8286276156489427
118,2,5242.151895910146,2447.1079526634217,280.74175883712616,21.165076069491604,2181,1.026021220546423
119,1,3833.6642780731477,2028.6973192263983,97.80642105157963,8.817075007969782,1122,0.8638904502916311
120,2,3803.4525934815506,2226.9371440917985,158.10486359888498,16.354511665733504,1477,0.9547259615768005
121,4,2706.6642054535246,2101.5480452796937,111.15499841378492,23.125430875012334,2969,0.8230436679270865
122,22,2091.4781537869426,567.5056892418263,119.65291679841393,3.3616266406745736,1273,0.9504862678370692
123,3,3467.7512931444935,2085.2694144979155,77.36126661233035,13.517948843367485,1670,0.9258913172370669
124,1,4516.206232606673,2074.709287764928,199.61534704760854,12.001321548263904,1866,0.8704900694923403
125,0,4263.131724414692,2532.2085759651177,266.83828934034983,34.76612157906878,2948,1.0043473147893764
126,19,5228.980999730429,726.7993626999345,244.2836868208771,2.0717277836447727,1827,1.1864842116415542
127,1,3903.0710106492756,1815.96916234109,374.865011402728,19.41898265469768,670,0.8740489162822987
128,2,5052.780664271198,2044.4576641112913,235.75140675227206,10.544925158591798,6728,0.8275686894557464
129,10,2144.6445251030873,1115.2896104393085,42.572743306462066,3.9031087261350357,2128,0.8550779191756409
130,8,2105.8548217899415,913.4072908050172,78.31330524290827,2.240005379531074,2214,0.8321972901509932
131,3,2872.5612236995776,2213.7704129994004,152.34652852355728,24.179815483769517,2190,0.873783547772816
132,4,3068.475408462669,1465.4439285752549,183.02356139432274,8.986392354577955,15318,1.2030653449646944
133,2,5338.4822986697845,2104.096708483165,509.81616628276595,38.16059946373947,497,0.8714782386784188
134,0,5115.704431842015,2507.917521986037,340.9156715961437,18.785964651094872,947,0.9249315040534596
135,0,3340.207628386892,2104.8250597702217,169.63117408969697,18.473031679249384,3168,0.8497617317512263
136,2,2616.231993487465,1438.7932911950486,65.57730464319081,7.033769316676299,1827,0.6897477639986673
137,1,3058.803136696581,1741.3727361296073,54.160242767910304,16.261426197391707,1028,0.6925812686569333
138,2,2787.3416633361653,1581.5296204716624,45.87387496414811,15.660640832282366,3953,0.6092652292921019
139,1,2584.910012754288,1566.0347214678236,50.325549895591614,12.83186073800048,1131,0.6726996015858876
140,0,4466.647732285831,3091.758012874678,144.72124744712136,41.521780284711596,596,0.6503177283138636
141,0,3756.426963926328,1926.9098370847403,152.99140602447187,6.843318563574201,1437,0.7428566284655396
142,4,2450.8258076118304,1223.998530294992,78.15394815167637,2.063778457533799,1423,0.596897763071562
143,4,2669.6795110315616,1514.146372512009,75.5153810612841,4.81803730250491,3781,1.318203515577935
144,0,3728.248409900945,1918.394478233516,69.86584749216311,2.643634963978524,1767,0.7695590569110801
145,2,3800.030389333855,1667.5671300661947,62.76852474999342,3.6591019047082756,3144,0.6858164532220039
146,0,3534.228104592945,2511.319200338859,168.26379611396055,50.28941599155273,13859,0.6347308316253658
147,0,3622.8833367382617,2499.04468703012,113.77657176773681,10.376087634070029,594,0.6270274494175777
148,5,1998.9244309903956,1188.4896842712456,27.70129284326006,3.01203390918524,2453,0.6825247192626285
149,1,3429.233312423139,2099.7834963486594,119.58668004293861,18.42840809380331,811,0.7887649545263027
150,0,3260.48536208102,2072.1520435507186,105.41030620829618,15.872542880561172,2248,1.2661922056803452
151,5,2442.5891825852395,1275.6755542152825,209.16185259241536,20.633695648290836,2029,0.5744561638575216
152,0,2102.2674727046906,1388.1326914451859,50.4703065247687,-0.3310659278508067,2633,0.8582090231934882
153,0,2921.994624000399,1523.2114830037149,44.971886559880524,2.714817477009167,11768,0.7229997330945196
154,1,3685.865357397696,1973.747270535344,130.8163882201527,20.720182838076287,6628,0.6798092089549972
155,3,2780.010976569933,1520.7827934625816,108.41400118958391,7.443935056262575,1818,0.6802908249494128
156,3,2205.949865346703,1205.2288716485416,21.648777326158022,3.609167187248999,742,0.6967801420671043
157,2,2493.8467191053155,1780.6961341147116,57.4876700034085,7.010021967819982,559,0.6840280084964776
158,0,3433.8589420075255,2236.754331647231,106.99843310453046,25.923145413813298,1893,0.6940645437933678
159,1,2162.7601222630024,1352.4784311933547,38.25723907089051,4.279857049640724,1040,0.7154845392161318
160,3,2058.3961420245687,1289.0460087930398,51.125680040124706,3.651372349815214,7360,0.6005377989005052
161,0,4147.53578026134,2450.822907033962,119.56257989004004,19.79681784521759,3672,0.8737723773195307
162,2,2992.525794292495,1686.8406655162532,51.715103385915185,8.09513234766603,4483,0.7570162160202295
163,0,4479.9723089598365,1898.3312737357182,141.61606655881863,13.831995090490844,3294,0.7392201180114106
164,9,2548.620205340594,1086.4168617136093,57.01690915839313,8.746458537467928,6322,1.2265238916135173
165,2,2769.578080682675,2021.981719087644,74.62546396225916,27.34556899387973,2597,0.5245441895830082
166,2,2192.9887768049116,1674.0918182816729,43.71368531468356,12.347638460879242,3575,0.6680378755446761
167,1,2903.0054508450553,1838.6777958442608,61.52174660670463,5.109257078732917,1503,0.7075075150449154
168,1,4077.0663113835335,2200.8997953275593,101.8442457705403,16.513946514847238,8762,0.7513713611692072
169,4,2274.372069551621,1281.647453616502,31.486941701323932,10.347319938816746,4616,0.6719865446149342
170,6,1633.883007937834,1104.461297505299,85.9604607618352,6.857660234059112,1835,0.6703301169736413
171,8,1195.8912677148842,741.4652435745844,24.828875758508158,-0.20404754590163732,559,0.6649353985594879
172,25,881.1030950229268,373.26433383694757,19.912549807672708,0.5161440826393504,712,0.6518559995666252
173,6,2238.220951450478,900.2677664189641,52.300546855007816,0.385445625511168,578,0.6484660492443415
174,17,1624.9898161306382,566.9627780343636,45.11719403253222,0.3592719906168273,632,0.674432029390283
175,26,955.4231081663957,464.0295863941552,28.30887435663251,0.5839771603258785,467,0.7021339009811377
176,9,1714.980293353942,874.8140020169021,74.66236725550672,1.3416711053127772,671,0.7076244129738413
177,18,1617.351958076353,569.740372648255,128.8398628568419,2.6678594765690695,666,0.621630499578998
178,4,2335.2767795307404,889.148903107017,47.0041847529706,1.7377989442995077,3000,0.72286171229727
179,34,794.6819529174436,336.71193525002735,19.660058217511654,-0.07874917571696685,686,0.609899798502777
180,9,1908.054278933325,872.4255915806028,54.27917364208645,2.4714360420941053,2121,0.716870699035001
181,18,3007.171841051649,580.911226937975,298.1617201357111,13.39312417425286,1365,0.5792710375651509
182,8,1739.5622851657308,823.9474794085099,26.53666532922705,0.8699048333820052,648,0.670195640069154
183,17,1322.3191152337597,650.3100436777185,47.18734806367611,0.30224137624813224,664,0.649795259303381
184,9,1526.443149066835,803.3340989956641,21.131669939420068,0.9430625683276725,756,0.70276971476881
185,15,1904.9566512291278,676.6501073693759,53.401791618496006,-0.5126489841154488,1078,0.666726262979146
186,5,2062.779122441239,954.7179565245203,48.66211270564285,1.9766798082175683,820,0.7098396365251266
187,6,1900.9961758741706,997.5926041452246,71.80787227531434,1.8702031216029873,765,0.6517976246739539
188,9,1356.4358859186025,795.2862774143848,45.70663950213005,0.10031342731344386,593,0.633053443153646
189,4,2861.073070124095,907.1695482876547,60.244871869284545,-0.38783633520200134,1417,0.6620469301854512
190,35,1223.2911176079501,335.0710355694411,35.28571775751678,0.47279310282159753,1681,0.6787864392938552
191,17,1311.8282147581679,479.1315150436441,49.754592802859555,-0.49668524619387594,503,0.6716593054245066
192,21,1569.1812597222834,509.6561899106234,110.21829719066073,0.690356642213263,848,0.7194506576246106
193,31,965.9272335469304,426.98491623480163,23.311674528297708,-0.0894176745137953,562,0.6567679376616102
194,9,1330.6083475686821,867.2121028350462,41.513931131481314,1.7168290668118031,913,0.7095322154485474
195,3,2278.3566077233136,875.7849875311325,161.3700926680929,1.958031524301,941,0.6913841744523193
196,14,1041.379163862947,513.0554889131712,30.42949379726414,-0.21872885909307332,494,0.6425125935642657
197,8,2321.2495699493757,797.523355052133,92.35085322696378,0.4775078702979451,578,0.6825037090471056
198,9,1682.016202714309,972.0407383075153,29.036008942233114,1.650118680304704,1083,0.6660155871213151
199,9,1162.6763295675164,643.8513154362336,45.72690790128395,0.11901282032453568,482,0.7062567634241189
200,17,1419.1472084190464,624.3031212922006,38.70415032052325,0.7974246426450456,871,0.6752806704915195
201,48,1357.9785603088385,253.5970978758942,39.096319061963214,0.11248593383087012,2984,0.6388525976466385
202,18,1252.6614999196393,593.5142388706723,31.651825057745448,0.7382684901169921,1394,0.6801739069574259
203,12,2415.390986225965,564.4940875569772,70.6516627827911,2.68506003936259,2257,0.5888447819535917
204,1,5743.661286184467,2856.9593424993636,154.4630616647341,-13.89796621085269,780,0.6932707355242567
205,0,4091.591898070363,1581.4573185546246,64.27369876949643,-29.48994556321847,3503,0.9237676056338029
206,18,4736.116114259748,716.2167836723089,150.45852818491076,0.1203849765255427,1694,1.1798513302034428
207,1,3753.399819374647,2123.124571831005,101.6743098945216,7.148829904654322,859,0.8257237871674491
208,0,4932.119485163899,2176.3147003521494,75.90216183179172,-1.9381001334714227,2051,0.7223591549295775
209,0,3767.4010481492905,2277.1374523411523,44.506382284879,27.550630377829492,355,0.783274647887324
210,0,4785.626627958164,2524.045872479766,189.54276532976792,43.09994054773303,980,0.6931338028169014
211,0,4660.023638620302,2102.2223204691513,150.12911837927908,1.4838148566525737,817,0.7806338028169014
212,3,3418.270076003358,2185.8105126294536,168.14420345633854,27.180514429675117,462,0.9857785602503912
213,0,5381.552853137384,2822.0615899275945,187.18010921464688,-12.494822750690759,1428,0.7498043818466353
214,1,2948.1191037676886,1634.1615158682148,68.434032205897,18.485273553146133,1066,0.7093896713615023
215,3,4946.513224442524,2341.9811629488413,117.2340663830053,4.695594247730327,3085,2.00066510172144
216,0,3434.8900110127397,2309.1829876871543,144.55642248987252,-15.807855814351862,1290,0.8541275430359937
217,1,3611.560237202028,2024.5705536621742,121.99198624095567,9.256884353083914,964,0.7674882629107981
218,2,3706.518750795685,1948.4541489456938,153.87142252762567,5.220433387994387,1160,0.837206572769953
219,1,4283.819687044625,2242.31120677352,134.35222710422659,11.801611800612594,827,0.8590962441314555
220,0,5065.971032289861,2722.280980387679,167.85954365010755,58.56574259434524,1120,0.7059467918622848
221,3,3842.5995021932813,1768.7267954867568,89.67131599205645,1.12626066236893,1387,1.563673708920188
222,35,4501.974875293929,446.3802787365628,131.27880903666082,2.2444690853819873,3993,0.9071400625978091
223,0,4062.139407073568,2210.371288230741,108.6504411369377,20.922581044297512,656,0.7164319248826291
224,0,4587.059091739619,3474.4048791912123,192.21809209178483,9.002410092064252,921,0.6740610328638498
225,1,1389.3750723756175,989.3153616822035,4.2559543690788715,4.2559543690788715,678,0.8247652582159625
226,1,6030.593300460209,2645.6634472441483,191.96860008133729,3.4988261639803184,830,0.7913145539906103
227,0,3469.2298216687163,1609.6788017558677,66.88296702898167,-6.276752428600308,680,0.845011737089202
228,0,3518.2558667080034,1297.88123851645,38.42648272027084,-67.69102136665033,642,0.794170579029734
229,0,3661.208058065595,2290.6996421795043,82.99104735970799,27.69778345683509,1804,0.5505281690140845
230,0,4943.825062641274,2331.528147851251,107.03234403610708,-9.874993038406412,1164,0.822593896713615
231,1,4367.175542867749,2525.582180043343,205.59713877865602,14.345804430834471,773,0.653462441314554
232,2,5161.919038813502,2390.3301246445576,170.71134650141065,10.77307851668114,4226,0.7623630672926447
233,0,3053.718276544187,1847.6057902393306,54.88148262382007,15.49059555827081,838,0.7317488262910798
234,2,3611.4016977099377,2043.8591077685855,142.49434245773372,15.3450182066388,809,0.7526995305164319
235,1,4472.135954999579,2297.273973913415,398.67128237664883,50.996895167665315,1356,0.7123630672926448
236,0,4364.253980094212,2091.855768063659,105.62322436293438,10.706643610802647,2054,1.4437597809076683
237,0,5801.25106239067,2322.340900802161,221.76561406409618,19.395107824136375,1786,0.8883998435054774
238,3,2191.1974214264305,1096.0715961377555,108.1614955165688,3.4594317626654925,22080,0.6319141208616078
239,2,1854.125506731202,1151.8451110839387,47.555362495245625,4.247008696509786,4021,0.6135542339748806
240,8,1565.3256402037994,755.8528039544501,68.26531019588805,1.5436117766620154,5905,0.6905805017194178
241,7,1615.4031192555146,877.6707268578764,26.846655020492253,2.4263905064949864,1624,0.6370177570571247
242,4,1680.612612936306,1133.540683617253,43.670284466972404,0.5463070107871072,2755,0.6196036624093341
243,2,2692.6614897797203,1157.1591882224848,69.89631255132834,3.1731635002829934,2279,0.6207035847199268
244,4,1813.4919266560066,1056.3912568669639,99.89449202699456,5.386275280851709,1676,0.6654579635359283
245,7,2561.3528738061073,1256.701410592132,103.97643503821662,4.570482949819902,6930,1.2363608661879841
246,1,2211.3121344045435,1168.4467339374185,111.73521310969694,12.419522328176425,1215,0.7409704836005838
247,6,1557.7716984544268,969.0906673013017,54.59476132655943,6.168899589892454,1806,0.6811014224321414
248,7,2066.2376293291104,773.0905741061471,88.04461631582626,1.4281690381141463,1587,0.6685462544107029
249,7,1374.5124356624112,999.5375810978489,26.636238717884872,3.545717554179286,1470,0.6274661251622388
250,8,5201.776222021867,1284.649246297074,169.88871747395558,1.2459142476321285,4341,1.7413149760319635
251,4,1806.2943219316983,897.7268098011397,78.55536883413986,0.8851108954970256,3191,0.6490139284704486
252,2,2137.7092748627215,1294.1688074488325,30.19797488462044,5.865916843350694,1209,0.6370328577155742
253,2,2714.438011044644,1002.8622882032594,161.6755020357109,5.959310130637082,2677,0.6418947871933636
254,9,1299.9057818289707,954.301726817666,27.777268687384247,3.6011362450930444,1524,0.6491861555311416
255,1,2000.683517242317,1298.0342328467236,114.18028290172033,6.0333939565511665,1039,0.6218609377869173
256,5,1736.8713512559927,846.7727555709512,82.59353973274102,4.0251714231641325,1379,0.6437803317338993
257,3,1912.806094771739,1300.9749373408192,67.3369576897496,2.1073728357210615,1035,0.6311284709180522
258,7,2687.9007227696175,1068.125691584941,145.6613162993852,4.9399655809195995,2321,1.1887599521213108
259,6,1675.1767524876495,925.2259629723392,60.33193884047959,2.250675378409742,1359,0.8022536734230499
260,1,1716.6508825806925,1087.8245084108605,66.4048451384889,6.010206566684201,7618,0.6418223470704169
261,11,1917.24129025205,1066.0237440822352,48.513961509876935,5.188365530706124,2065,1.2166563131870367
262,2,2472.436770597269,1210.3952342197172,127.04262766417705,3.8389886059038734,1168,0.8155945215469751
263,5,1880.6617244939991,1065.8368895436302,37.353161737235695,-1.3129394382422854,7581,0.7858246888869849
264,7,1271.4737899422742,857.7239461455388,29.81559170444264,0.4351071769807217,4563,0.612424186967377
265,3,1739.1082873033768,947.849055668755,31.43718591723438,0.6646679702991568,1495,0.6276232646061825
266,6,2320.3062169692093,1124.8403837654423,72.42400732999899,3.4074422886198086,3268,1.2322845931746003
267,12,1598.1275973556142,702.5708361375307,49.72416364247292,1.1470260118263906,2225,0.6679448951003898
268,8,1540.5637309962412,848.6667046691541,26.14321583469966,1.9906314206363978,2153,0.7534954698676737
269,6,2028.6732565358693,1172.1903406140525,58.68733019384291,1.932566345968565,1789,1.1518104585826907
270,3,2379.2305198281656,1066.084922834627,51.740856443948815,5.761823490449908,4891,0.6229486987122104
271,6,4096.369776106736,1070.4650367541497,475.7251682475602,14.752727569106382,5470,1.2497441039126143
272,1,3802.5233297731893,2027.6989614067402,118.10457266172261,10.03394725490421,1013,0.3119375084585194
273,3,3437.5,2085.762463367853,90.21610663585905,4.74250482842945,521,0.3492116659899851
274,0,3681.5259360750238,2161.493102489555,119.23848440455757,15.103885129822316,4354,0.22964034375422926
275,3,2187.5,1230.7346452389195,48.48345588235294,6.922764681009005,1103,0.20783174313168223
276,3,2254.5609290278585,1358.0799010508256,50.915712680647935,7.041089283104092,1333,0.24509997969955338
277,6,4756.574397610111,1763.7867045529897,348.9381851934419,37.760238492633015,1399,0.27491710650967655
278,20,1589.32424542427,688.3490696043805,33.67202260852309,1.555025730197064,1268,0.3226629110840439
279,11,2062.5,619.5116895165748,47.51560612862859,3.644251516878848,1872,0.2009642712139667
280,2,3765.165413130649,2503.749734239119,87.68582822064646,12.276579982364021,2491,0.24727720259845717
281,3,3333.3333333333335,1830.3506019424651,94.90740740740742,6.767268155811202,1335,0.3395664162944918
282,30,2722.7890566317437,638.8410827109087,111.26689496422365,1.444604678050014,1143,0.41645689538503183
283,5,6631.162668725623,1810.9634654699018,237.41025316260442,9.429773007260753,5153,0.4668806672080119
